School Code,School Name,Physical Address,Physical City,Physical State,Physical Zipcode,Phone,Lowest Grade,Highest Grade,School Type,District Code,District Name,District Size,District Setting
4550,KENDRICK LAKES ELEMENTARY SCHOOL,1350 SOUTH HOYT STREET,LAKEWOOD,CO,80232,3039828324,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4798,CONNECTIONS LEARNING CENTER ON THE EARLE JOHNSON CAMPUS,1200 JOHNSON ROAD,GOLDEN,CO,80401,3039827004,7th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4802,KULLERSTRAND ELEMENTARY SCHOOL,12225 WEST 38TH AVENUE,WHEAT RIDGE,CO,80033,3039821780,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4830,KYFFIN ELEMENTARY SCHOOL,205 NORTH FLORA WAY,GOLDEN,CO,80401,3039825760,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4942,LAKEWOOD HIGH SCHOOL,9700 WEST 8TH AVENUE,LAKEWOOD,CO,80215,3039827085,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5004,LASLEY ELEMENTARY SCHOOL,1401 SOUTH KENDALL STREET,LAKEWOOD,CO,80226,3039829720,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5024,LAWRENCE ELEMENTARY SCHOOL,5611 ZEPHYR STREET,ARVADA,CO,80002,3039821825,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5036,LEAWOOD ELEMENTARY SCHOOL,6155 WEST LEAWOOD DRIVE,LITTLETON,CO,80123,3039827860,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5145,LINCOLN CHARTER ACADEMY,7180 OAK STREET,ARVADA,CO,80004,3034675363,Preschool,8th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5222,LITTLE ELEMENTARY SCHOOL,8448 OTIS DRIVE,ARVADA,CO,80003,3039820310,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5350,LUKAS ELEMENTARY SCHOOL,9650 WEST 97TH AVENUE,WESTMINSTER,CO,80021,3039820368,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5354,LUMBERG ELEMENTARY SCHOOL,6705 WEST 22ND AVENUE,EDGEWATER,CO,80214,3039826182,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5415,ROCKY MOUNTAIN DEAF SCHOOL,1921 YOUNGFIELD STREET,GOLDEN,CO,80401,3039845749,Preschool,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5454,MANDALAY MIDDLE SCHOOL,9651 NORTH PIERCE ST,WESTMINSTER,CO,80021,3039829802,7th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5472,MANNING OPTIONS SCHOOL,13200 WEST 32ND PLACE,LAKEWOOD,CO,80401,3039826340,7th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5524,MAPLE GROVE ELEMENTARY SCHOOL,3085 ALKIRE STREET,GOLDEN,CO,80401,3039825808,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5580,MARSHDALE ELEMENTARY SCHOOL,26663 NORTH TURKEY CREEK ROAD,EVERGREEN,CO,80439,3039825188,1/2 Day Kindergarten,5th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5623,LONGVIEW HIGH SCHOOL,13301 WEST 2ND PLACE,LAKEWOOD,CO,80228,3039828523,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5758,MEIKLEJOHN ELEMENTARY,13405 W 83RD PL,ARVADA,CO,80005,3039825695,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5892,MILLER SPECIAL EDUCATION,200 KIPLING STREET,LAKEWOOD,CO,80226,3039827200,Preschool,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5944,MITCHELL ELEMENTARY SCHOOL,200 RUBEY DRIVE,GOLDEN,CO,80403,3039825874,1/2 Day Kindergarten,5th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5972,MOLHOLM ELEMENTARY SCHOOL,6000 WEST 9TH AVENUE,LAKEWOOD,CO,80214,3039826207,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5994,MONTESSORI PEAKS CHARTER ACADEMY,9904 WEST CAPRI AVENUE,LITTLETON,CO,80123,3039722627,Preschool,8th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6090,MOORE MIDDLE SCHOOL,8455 WEST 88TH AVENUE,ARVADA,CO,80005,3039820400,7th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6133,MORTENSEN ELEMENTARY SCHOOL,8006 SOUTH IRIS,LITTLETON,CO,80128,3039820022,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6135,MOUNT CARBON ELEMENTARY SCHOOL,12776 WEST CROSS AVENUE,LITTLETON,CO,80127,3039827900,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,4725 MILLER STREET,WHEATRIDGE,CO,80033,3037289100,Preschool,8th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6237,NEW AMERICA SCHOOL,5806 W ALAMEDA AVE,LAKEWOOD,CO,80226,3038943171,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6286,NORMANDY ELEMENTARY SCHOOL,6750 SOUTH KENDALL BOULEVARD,LITTLETON,CO,80128,3039824766,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6330,NORTH ARVADA MIDDLE SCHOOL,7285 PIERCE STREET,ARVADA,CO,80003,3039820528,7th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6470,OBERON JUNIOR HIGH SCHOOL,7300 QUAIL STREET,ARVADA,CO,80005,3039822020,7th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6474,O'CONNELL MIDDLE SCHOOL,1275 SOUTH TELLER STREET,LAKEWOOD,CO,80232,3039828370,7th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6539,JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,7655 WEST 10TH AVENUE,LAKEWOOD,CO,80215,3039827045,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6541,JEFFERSON COUNTY OPEN SECONDARY,7655 WEST 10TH AVENUE,LAKEWOOD,CO,80215,3039827045,7th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6804,PARMALEE ELEMENTARY SCHOOL,4460 S PARMALEE GULCH,INDIAN HILLS,CO,80454,3039828014,1/2 Day Kindergarten,5th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6806,PARR ELEMENTARY SCHOOL,5800 WEST 84TH AVENUE,ARVADA,CO,80003,3039829890,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6808,PATTERSON INTERNATIONAL SCHOOL,1263 SOUTH DUDLEY STREET,LAKEWOOD,CO,80232,3039828470,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6828,PECK ELEMENTARY SCHOOL,6495 CARR STREET,ARVADA,CO,80004,3039820590,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6844,PEIFFER ELEMENTARY SCHOOL,4997 SOUTH MILLER WAY,LITTLETON,CO,80127,3039824800,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6848,PENNINGTON ELEMENTARY SCHOOL,4645 INDEPENDENCE STREET,WHEAT RIDGE,CO,80033,3039822083,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7078,PLEASANT VIEW ELEMENTARY SCHOOL,15920 WEST 10TH AVENUE,GOLDEN,CO,80401,3039825921,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7114,POMONA HIGH SCHOOL,8101 WEST POMONA DRIVE,ARVADA,CO,80005,3039820710,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7128,POWDERHORN ELEMENTARY SCHOOL,12109 WEST COAL MINE AVENUE,LITTLETON,CO,80127,3039820074,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7190,PROSPECT VALLEY ELEMENTARY SCHOOL,3400 PIERSON STREET,WHEAT RIDGE,CO,80033,3039827535,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7238,RALSTON ELEMENTARY SCHOOL,25856 COLUMBINE GLEN,GOLDEN,CO,80401,3039824386,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7239,RALSTON VALLEY SENIOR HIGH SCHOOL,13355 WEST 80TH AVENUE,ARVADA,CO,80005,3039825600,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7282,RED ROCKS ELEMENTARY SCHOOL,17199 HIGHWAY 74,MORRISON,CO,80465,3039828063,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7462,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,2959 ROYALE ELK WAY,EVERGREEN,CO,80439,3036701070,Preschool,8th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7483,ROONEY RANCH ELEMENTARY SCHOOL,2200 SOUTH COORS STREET,LAKEWOOD,CO,80228,3039829620,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7529,RYAN ELEMENTARY SCHOOL,5851 WEST 115TH AVENUE,WESTMINSTER,CO,80020,3039823105,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7701,COLLEGIATE ACADEMY OF COLORADO,8420 SOUTH SANGRE DE CRISTO RD,LITTLETON,CO,80127,3039727433,1/2 Day Kindergarten,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7708,SECREST ELEMENTARY SCHOOL,6875 WEST 64TH AVENUE,ARVADA,CO,80003,3039820760,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7753,SEMPER ELEMENTARY SCHOOL,7575 WEST 96TH AVENUE,WESTMINSTER,CO,80021,3039826460,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7780,SHAFFER ELEMENTARY SCHOOL,7961 S SANGRE DE CRISTO ROAD,LITTLETON,CO,80127,3039823901,1/2 Day Kindergarten,5th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7833,SHELTON ELEMENTARY SCHOOL,420 CRAWFORD STREET,GOLDEN,CO,80401,3039825686,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7870,SIERRA ELEMENTARY SCHOOL,7751 OAK STREET,ARVADA,CO,80005,3039820821,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7962,SLATER ELEMENTARY SCHOOL,8605 WEST 23RD AVENUE,LAKEWOOD,CO,80215,3039827575,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8036,SOBESKY ACADEMY,2001 HOYT STREET,LAKEWOOD,CO,80215,3039825995,1/2 Day Kindergarten,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8090,DEANE ELEMENTARY SCHOOL,580 SOUTH HARLAN STREET,LAKEWOOD,CO,80226,3039829655,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8102,SOUTH LAKEWOOD ELEMENTARY SCHOOL,8425 WEST 1ST AVENUE,LAKEWOOD,CO,80226,3039827325,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8209,STANDLEY LAKE HIGH SCHOOL,9300 WEST 104TH AVENUE,WESTMINSTER,CO,80021,3039823311,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8223,STEVENS ELEMENTARY SCHOOL,4001 REED STREET,WHEAT RIDGE,CO,80033,3039822198,Preschool,4th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8248,STEIN ELEMENTARY SCHOOL,80 SOUTH TELLER STREET,LAKEWOOD,CO,80226,3039827407,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8276,STOBER ELEMENTARY SCHOOL,2300 URBAN STREET,LAKEWOOD,CO,80215,3039827610,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8280,STONY CREEK ELEMENTARY SCHOOL,7203 SOUTH EVERETT,LITTLETON,CO,80128,3039824120,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8300,STOTT ELEMENTARY SCHOOL,6600 YANK WAY,ARVADA,CO,80004,3039822638,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8381,SUMMIT RIDGE MIDDLE SCHOOL,11809 WEST COAL MINE ROAD,LITTLETON,CO,80127,3039829013,7th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8432,SWANSON ELEMENTARY SCHOOL,6055 WEST 68TH AVENUE,ARVADA,CO,80003,3039820891,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8458,JOHN AND KAREN LITZ PRESCHOOL,13950 WEST 20TH AVENUE,GOLDEN,CO,80401,3039825928,Preschool,Preschool,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8793,TWO ROADS CHARTER SCHOOL,6980 PIERCE STREET,ARVADA,CO,80003,3034233377,Preschool,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8834,THOMSON ELEMENTARY SCHOOL,7750 HARLAN STREET,ARVADA,CO,80003,3039829933,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9008,UTE MEADOWS ELEMENTARY SCHOOL,11050 WEST MEADOWS DRIVE,LITTLETON,CO,80127,3039824044,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9052,VAN ARSDALE ELEMENTARY SCHOOL,7535 ALKIRE STREET,ARVADA,CO,80005,3039821080,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9058,VANDERHOOF ELEMENTARY SCHOOL,5875 ROUTT COURT,ARVADA,CO,80004,3039822744,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9154,VIVIAN ELEMENTARY SCHOOL,10500 WEST 25TH AVENUE,LAKEWOOD,CO,80215,3039827670,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9232,WARDER ELEMENTARY SCHOOL,7840 CARR DRIVE,ARVADA,CO,80005,3039820950,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9234,WARREN TECH CENTRAL,13300 WEST 2ND PLACE,LAKEWOOD,CO,80228,3039828600,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9245,WARREN TECH NORTH,11325 ALLENDALE DRIVE,ARVADA,CO,80004,3039829360,10th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9299,WAYNE CARLE MIDDLE SCHOOL,10200 W 100TH AVENUE,WESTMINSTER,CO,80021,3039829070,7th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9328,WEBER ELEMENTARY SCHOOL,8725 WEST 81ST PLACE,ARVADA,CO,80005,3039821012,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9342,WELCHESTER ELEMENTARY SCHOOL,13000 WEST 10TH AVENUE,GOLDEN,CO,80401,3039827342,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9412,WESTGATE ELEMENTARY SCHOOL,8550 WEST VASSAR DRIVE,LAKEWOOD,CO,80227,3039829130,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9424,WEST JEFFERSON ELEMENTARY SCHOOL,26501 BARKLEY ROAD,CONIFER,CO,80433,3039822975,Preschool,5th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9427,WOODROW WILSON CHARTER ACADEMY,8300 W 94TH AVENUE,WESTMINSTER,CO,80021,3034313694,Preschool,8th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9428,WEST JEFFERSON MIDDLE SCHOOL,9449 SOUTH BARNES STREET,CONIFER,CO,80433,3039823056,6th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9429,WEST WOODS ELEMENTARY SCHOOL,16650 WEST 72ND AVENUE,ARVADA,CO,80007,3039825649,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9432,DENNISON ELEMENTARY SCHOOL,401 INDEPENDENCE STREET,LAKEWOOD,CO,80226,3039826382,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9490,WESTRIDGE ELEMENTARY SCHOOL,10785 WEST ALAMO PLACE,LITTLETON,CO,80127,3039823975,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9510,WHEAT RIDGE HIGH SCHOOL,9505 WEST 32ND AVENUE,WHEAT RIDGE,CO,80033,3039827695,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9515,WHEAT RIDGE 5-8,7101 WEST 38TH AVENUE,WHEAT RIDGE,CO,80033,3039822833,5th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9638,WILMORE DAVIS ELEMENTARY SCHOOL,7975 WEST 41ST AVENUE,WHEAT RIDGE,CO,80033,3039822890,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9648,WILMOT ELEMENTARY SCHOOL,5124 SOUTH HATCH DRIVE,EVERGREEN,CO,80439,3039825370,Preschool,5th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
9678,WITT ELEMENTARY SCHOOL,10255 WEST 104TH DRIVE,WESTMINSTER,CO,80021,3039823380,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2328,EADS ELEMENTARY SCHOOL,900 MAINE STREET,EADS,CO,81036,7194382216,Preschool,5th Grade,Elementary  ,1430,EADS RE-1,301 - 600,Rural
2332,EADS MIDDLE SCHOOL,900 MAINE STREET,EADS,CO,81036,7194382216,6th Grade,8th Grade,Middle ,1430,EADS RE-1,301 - 600,Rural
2336,EADS HIGH SCHOOL,210 WEST 10 STREET,EADS,CO,81036,7194382214,9th Grade,12th Grade,High,1430,EADS RE-1,301 - 600,Rural
6992,PLAINVIEW ELEMENTARY SCHOOL,13997 COUNTY ROAD 71,SHERIDAN LAKE,CO,81071,7197293331,Preschool,5th Grade,Elementary  ,1440,PLAINVIEW RE-2,300 or less,Rural
7009,PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,13997 COUNTY ROAD 71,SHERIDAN LAKE,CO,81071,7197293331,6th Grade,12th Grade,High,1440,PLAINVIEW RE-2,300 or less,Rural
2960,FLAGLER PUBLIC SCHOOL,421 JULIAN,FLAGLER,CO,80815,7197654684,Preschool,12th Grade,High,1450,ARRIBA-FLAGLER C-20,300 or less,Rural
7746,HI-PLAINS SCHOOL DISTRICT R-23,200 IOWA AVE,SEIBERT,CO,80834,9706642616,Preschool,12th Grade,High,1460,HI-PLAINS R-23,300 or less,Rural
8342,STRATTON ELEMENTARY SCHOOL,6 MAIN,STRATTON,CO,80836,7193485521,Preschool,5th Grade,Elementary  ,1480,STRATTON R-4,301 - 600,Rural
8351,STRATTON MIDDLE SCHOOL,219 ILLINOIS AVENUE,STRATTON,CO,80836,7193485369,6th Grade,8th Grade,Middle ,1480,STRATTON R-4,301 - 600,Rural
8354,STRATTON SENIOR HIGH SCHOOL,219 ILLINOIS AVENUE,STRATTON,CO,80836,7193485369,9th Grade,12th Grade,High,1480,STRATTON R-4,301 - 600,Rural
0842,BETHUNE PUBLIC SCHOOLS,145 WEST 3RD,BETHUNE,CO,80805,7193467513,Preschool,12th Grade,High,1490,BETHUNE R-5,300 or less,Rural
1144,BURLINGTON ELEMENTARY SCHOOL,450 11TH STREET,BURLINGTON,CO,80807,7193468166,Preschool,4th Grade,Elementary  ,1500,BURLINGTON RE-6J,601 - 1.200,Outlying Town
1150,BURLINGTON MIDDLE SCHOOL,2600 ROSE AVENUE,BURLINGTON,CO,80807,7193465440,5th Grade,8th Grade,Middle ,1500,BURLINGTON RE-6J,601 - 1.200,Outlying Town
1152,BURLINGTON HIGH SCHOOL,380 MIKE LOUNGE DRIVE,BURLINGTON,CO,80807,7193468455,9th Grade,12th Grade,High,1500,BURLINGTON RE-6J,601 - 1.200,Outlying Town
4901,LAKE COUNTY INTERMEDIATE SCHOOL,1000 WEST 6TH STREET,LEADVILLE,CO,80461,7194866830,3rd Grade,6th Grade,Elementary  ,1510,LAKE COUNTY R-1,"1,201 - 6,000",Outlying Town
4904,LAKE COUNTY HIGH SCHOOL,1000 WEST 4TH STREET,LEADVILLE,CO,80461,7194866950,7th Grade,12th Grade,High,1510,LAKE COUNTY R-1,"1,201 - 6,000",Outlying Town
8804,PITTS ELEMENTARY SCHOOL,315 WEST 6TH STREET,LEADVILLE,CO,80461,7194866920,Preschool,Preschool,Elementary  ,1510,LAKE COUNTY R-1,"1,201 - 6,000",Outlying Town
9486,WESTPARK ELEMENTARY SCHOOL,130 WEST 12TH STREET,LEADVILLE,CO,80461,7194866890,Full Day Kindergarten,2nd Grade,Elementary  ,1510,LAKE COUNTY R-1,"1,201 - 6,000",Outlying Town
0225,ANIMAS VALLEY ELEMENTARY SCHOOL,373 HERMOSA MEADOWS ROAD,DURANGO,CO,81301,9702470124,Preschool,5th Grade,Elementary  ,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
2097,DISTRICT 9-R SHARED SCHOOL,201 EAST 12TH STREET,DURANGO,CO,81301,9702475411,1/2 Day Kindergarten,12th Grade,High,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
2318,DURANGO HIGH SCHOOL,2390 MAIN AVENUE,DURANGO,CO,81301,9702591630,9th Grade,12th Grade,High,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
3012,FLORIDA MESA ELEMENTARY SCHOOL,216 HIGHWAY 172,DURANGO,CO,81303,9702474250,Preschool,5th Grade,Elementary  ,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
3050,FORT LEWIS MESA ELEMENTARY SCHOOL,11274 HIGHWAY 140,HESPERUS,CO,81326,9705883331,Preschool,5th Grade,Elementary  ,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
3571,DURANGO BIG PICTURE HIGH SCHOOL,215 EAST 12TH STREET,DURANGO,CO,81301,9702590203,9th Grade,12th Grade,High,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
5888,MILLER MIDDLE SCHOOL,2608 JUNCTION STREET,DURANGO,CO,81301,9702471418,6th Grade,8th Grade,Middle ,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
6222,NEEDHAM ELEMENTARY SCHOOL,2425 WEST THIRD AVENUE,DURANGO,CO,81301,9702474791,Preschool,5th Grade,Elementary  ,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
6738,PARK ELEMENTARY SCHOOL,510 E. 6TH  AVE.,DURANGO,CO,81301,9702473718,Preschool,5th Grade,Elementary  ,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
7402,RIVERVIEW ELEMENTARY SCHOOL,2900 MESA AVENUE,DURANGO,CO,81301,9702473862,Preschool,5th Grade,Elementary  ,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
7994,ESCALANTE MIDDLE SCHOOL,141 BAKER LANE,DURANGO,CO,81303,9702479491,6th Grade,8th Grade,Middle ,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
8388,SUNNYSIDE ELEMENTARY SCHOOL,75 CR 218,DURANGO,CO,81303,9702595249,Preschool,5th Grade,Elementary  ,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
0632,BAYFIELD ELEMENTARY SCHOOL,"511 E MUSTANG LN, 24 CLOVER DR",BAYFIELD,CO,81122,9708849571,Preschool,5th Grade,Elementary  ,1530,BAYFIELD 10 JT-R,601 - 1.200,Outlying Town
0636,BAYFIELD MIDDLE SCHOOL,"615 E. OAK, 24 CLOVER DR",BAYFIELD,CO,81122,9708849592,6th Grade,8th Grade,Middle ,1530,BAYFIELD 10 JT-R,601 - 1.200,Outlying Town
0640,BAYFIELD HIGH SCHOOL,"800 CO RD 501, 24 CLOVER DR",BAYFIELD,CO,81122,9708849521,9th Grade,12th Grade,High,1530,BAYFIELD 10 JT-R,601 - 1.200,Outlying Town
4252,IGNACIO ELEMENTARY SCHOOL,85 COUNTY ROAD 320,IGNACIO,CO,81137,9705630650,1/2 Day Kindergarten,5th Grade,Elementary  ,1540,IGNACIO 11 JT,601 - 1.200,Rural
